"date","person","coin","start","sequence"
"2023-02-04 23:33:45","Frederik Aust","1 Euro","t","xtthhthtttththhhxttththhthttxhhhtthtthttthhttthtththtttthttttthttttttthhthttthxhtthtththtththtxthhhhtthth"
"2023-02-04 23:39:05","Frederik Aust","1 Euro","t","thhhthhththhhthhhhthhtthhthtthhhtthtthtthhxtttxthhhhhthhttttttththttthhtthhhthhtttthhtthtttttththttthh"
"2023-02-04 23:44:16","Frederik Aust","1 Euro","t","ttththhtthththhhthhhhhhhhhthtttthhhhtttthttttttthhhtthhthhthhtttthtthtthhhthtthththhthhttthhhhhthhth"
"2023-02-04 23:49:29","Frederik Aust","1 Euro","t","thhhthhtttthtththtthhthttthhhtxhththhhthhhthhhhhtttthtththththtthhhhtthhtttthttthttththtthhhhhthhhtth"
"2023-02-04 23:55:02","Frederik Aust","1 Euro","h","tthttttthtththhhththxthtthhthhhthhtttttttthhhhhthhtthtthtthhhttthhthtttthtthtthhthhxttttttxtttththhhhht"
"2023-02-05 00:00:31","Frederik Aust","1 Euro","h","thhththhhthththhtthttththhhttthttththhhththhhtttthhttthhhhtththtthhhhththhttththttthhtxthhhttthhththh"
"2023-02-05 00:06:00","Frederik Aust","1 Euro","t","hhtttttthhthhtthhtxthhhtthhtthhttthhtththttthhhhhththhhhtthhttttxhhhhthhhhtthhtthhththhttththhhhthtttt"
"2023-02-05 00:11:44","Frederik Aust","1 Euro","h","hthhtthtxhtthttthhhthhtthtthhhhhhhhhtthxthhhhtthtthhhtthhtththhthhhtttthhhthththxttthhhtttttthtthhxtthth"
"2023-02-05 00:17:04","Frederik Aust","1 Euro","t","htttththhhtthtthttttttthhhhhthhtththhhhththhttthhthhtthhthhtthttthhhtthttttthhhthttttthhhhhhhhttthhh"
"2023-02-05 00:22:28","Frederik Aust","1 Euro","t","thhhtxhhththtttthhtththhthhhtthhhttthtthhttthttttththttththtttththtthhttttththhtthttthhhhhhthtxxhhtthtt"
