"date","person","coin","start","sequence"
"2023-02-07 23:46:21","Frederik Aust","20 Euro cent","t","thhtththtttxhthtththtththhththhhhhhhhhthhhhhhhhthxhthttthhttxhhhthtththhtxthhhtthtthhhtthtthtxhtthhhhtthh"
"2023-02-07 23:51:02","Frederik Aust","20 Euro cent","h","httthhhhhhthhhhhthhthhttthhtthhhhhthhtxtthtthttthhhxtthhthhttthhhhththhththhttththhttthtxhthtthhtthhttt"
"2023-02-07 23:55:33","Frederik Aust","20 Euro cent","t","ththxthttththttttthhttthhxtthhhhhhhttxhhhhtththhtthhhhtthhthhhhththhththhhhhhhhhthhhhhhtthhhhtthttthhht"
"2023-02-08 00:00:19","Frederik Aust","20 Euro cent","t","htttttththttthtttttxthhthhhtttthtthxthhthtxhthhhtthtttthtttttthttthhhhhtthttththhtthttxhttththhhhhxthtthh"
"2023-02-08 00:05:01","Frederik Aust","20 Euro cent","t","hhthttthttxhttththhhhhhhtththhhttttthtthhtthhthtththhhxtthhhttthtttttthttthhhtthhhhtthhhthuttththhththt"
"2023-02-08 00:09:37","Frederik Aust","20 Euro cent","t","hhhhtthhtthtthhhhhthtththhhthtthhtthththhttthhthtththhhttthhhthhhhthtthttxtthttthhthttttthhthtththhtt"
"2023-02-08 00:14:27","Frederik Aust","20 Euro cent","t","tthhhhhhthxhhtttxhthhtthhhtxttttthttthtthhhhttthtttthhhthtttthhtthththhhhttthhttttthttthhthhttthhhhttht"
"2023-02-08 00:19:38","Frederik Aust","20 Euro cent","t","hhhtththhhhhtthhhhhhhhhhthhthhhhhtthttthtthxhtthhthtttthhtthhthhthttththhhtxhhttthhtxtthtttthhhtththtth"
"2023-02-08 00:24:57","Frederik Aust","20 Euro cent","t","thhhhhhhhhthhtxhhhtththththhhtthtththhhhhthhhththhhthhtthxthtthtthhttthxhhtttttththhtthhhhhththhttthhht"
"2023-02-08 00:29:55","Frederik Aust","20 Euro cent","h","thttxthxhthhhhththttthtththhththtththtthhhthhtththtthxthtthhtttththtttthttthxtthththtttxtththhhhhttttthth"
