"date","person","coin","start","sequence"
"2023-02-13 22:55:00","Frederik Aust","2 Euro","h","hhtttttthhtththhthhtthhhhththhhhthththththhttthhtthhthththththhhtththhtttxhttthtttthhhttthhhhthtthhht"
"2023-02-13 22:59:52","Frederik Aust","2 Euro","t","htththtthththtthhththxhtthtthtttttthhththtttthtxtthththttthtttttthhxhhttttthhthtthhtthtthhhthhttttthhhh"
"2023-02-13 23:04:30","Frederik Aust","2 Euro","t","hhtttthhttxthhtthttxhthhttththtthhhtthhthtthtttthhthhththhhhhttthhtthhthhtttttthhhhthhhthtthhhttthhttt"
"2023-02-13 23:09:02","Frederik Aust","2 Euro","h","hxthhtthxthhtttthhhhhhhthxxtttthhtthhthhttthtththhtthhthhtthhhthhthttthhhhhhhhhththttthhhhttthhhhhttthht"
"2023-02-13 23:13:40","Frederik Aust","2 Euro","h","hthhhxhththtttthhhthhhthtththhhtttttthhhhththtththhttththhthhhhhthhhthtthhttttthhthhthhthththtthttthh"
"2023-02-13 23:18:24","Frederik Aust","2 Euro","h","ththtttthhtththttthhthhxtthhhttthhhttttxttthtttttthhththhhxththhhthhtththtththhttttththhthhttxhhthhttttt"
"2023-02-13 23:22:48","Frederik Aust","2 Euro","t","thtththhtthhhhhhttththttttthtttthhhhhththhhththhhhthththhttthttttxtththththhthhhthhhhhthhthhtththtthh"
"2023-02-13 23:27:27","Frederik Aust","2 Euro","h","thhtttxhhhhhtthhtththtthttthhhtthtttttthttttththhttxhtthhtttthttthhtttthhtttthtththtthhttthtththhthhtt"
"2023-02-13 23:31:55","Frederik Aust","2 Euro","h","thtthtthhtthhtthhthtttttthtthhhtthhhthhthttthtthxthtthhtthhthttthhhttthhhthhhtthhhththttthtttttthhthh"
"2023-02-13 23:36:24","Frederik Aust","2 Euro","h","hthhthhhhhtttthhhthtththtttthhhtthttthhhhhhttttthtthththththththththhxxtthhtthhhtttththhhhhtththtthhth"
