"date","person","coin","start","sequence"
"2023-02-05 22:34:09","Frederik Aust","10 Euro cents","h","hhhhhhtxthhhhtththhtthhhxtthhtttthhthhhththhtttttttthhhththththhhhhhththtthhhtththhthththtthththttthtxt"
"2023-02-05 22:39:39","Frederik Aust","10 Euro cents","h","htthtthhthhtthtthhhtttxhhhhhhhhtttthtttthhtttthhhttthththtttthttthxhhtxhtthhhhththhhhhhhhhtththhthhttht"
"2023-02-05 22:45:11","Frederik Aust","10 Euro cents","t","thttxhhhhhhhxthtttthhthhthttthhhthxthttttthhthhhthhhtthhttththhththhthhhtttttxtxthtthttthhhttttxthhthhtttt"
"2023-02-05 22:50:52","Frederik Aust","10 Euro cents","t","ththhthhhthxhththtthhttthhtttttxhthththhtththththhhxhhttththhthhhtththttththhxhtttttttttthtttthhhththttt"
"2023-02-05 22:56:26","Frederik Aust","10 Euro cents","t","ttthththhhthxhhthhthhththhttttxhthhhthththhthttttxhtthtthththhhhhtthhhhhhhtttththtttthhhhhhthtthxtttthht"
"2023-02-05 23:01:57","Frederik Aust","10 Euro cents","t","tttthhtththhthhhtthtthtthhttthhhhhhhhtththhhtthttthhtththhtxtthtthhhthhhhttthttththhhthhthxtxtthhhthhhh"
"2023-02-05 23:07:23","Frederik Aust","10 Euro cents","h","hhtthththhxhhhthtthhththhhhhhhtttttthhttthttthhhhhtthhtttttttthxxthhttthhhththhttttthhtttttttththhhthtt"
"2023-02-05 23:12:33","Frederik Aust","10 Euro cents","t","hhhtththtthttttththtththhhthtttththhhhhtthtthhhtththhhtthhtththtthxhhththtttthttthhttthhhhhttxhthhhtht"
"2023-02-05 23:18:09","Frederik Aust","10 Euro cents","t","httthhhhttttthtttthtthttthxtttththhhhhhhxxtthhttxhhhthhhhhtthhttttthhhhxhtthhhhthtttthhhthhtttthtttthhhht"
"2023-02-05 23:24:02","Frederik Aust","10 Euro cents","t","hhxttttthhhhthhthtthhhhthhhhhhththhhhttxhtthxhttxhtthhhhtttthtthhhhxtthtththttttthtthhhthtxtththtttttthtth"
