"date","person","coin","start","sequence"
"2023-02-01 23:14:58","Frederik Aust","50 Euro cent","h","hhtttththtthtxttttthttttthhxhtthtthhhhthtthttthtthtthhthtththhhhhthtxhtttththtththhhthhtthhthtththhhhth"
"2023-02-01 23:20:32","Frederik Aust","50 Euro cent","h","ththhtthhtttthhthththhhttthhttxhhtttthhthttththhtttttttthhtthhthhhthttttthttttththhhhhtthhhtttthtthht"
"2023-02-01 23:26:16","Frederik Aust","50 Euro cent","h","tththhthhhthtttttthtttttxhtththhthhhhttthtthhhhtthtthhthhtthhhththtttthhhththhhhthtttthxttttththththth"
"2023-02-01 23:32:00","Frederik Aust","50 Euro cent","h","httthhhhhhhhhththttttthhtttththtthhhhhhhthhhhttthhthhttthtxthhttthtxtththththtthhhthhttththttxthhththhxh"
"2023-02-01 23:37:45","Frederik Aust","50 Euro cent","t","hhthhthtthtthtthhhtttthhthhtthtttthththththhthhhhthhtttthhhthuththhtthhttthttthttthhthhhhtthhtttttttt"
"2023-02-01 23:43:08","Frederik Aust","50 Euro cent","h","hhhtthhtthhhthhhhtthhhhhhhhttthhhhthtttthttxhhhthhthhhthtttthththhthhtttthhhthtthtththxttttthththttttt"
"2023-02-01 23:48:20","Frederik Aust","50 Euro cent","h","ttttththtttttthhthhhtththhhhthttthxththhhthhhhththhhthhxhhthhhhththtthhthhthtthttttthhthhtthhthtththtt"
"2023-02-01 23:53:43","Frederik Aust","50 Euro cent","h","hthhttthttthtthtthxththtthxttthhxthttthttththtththtthttthtththhththhthttthhthttxtthhhtthtthhhhththtxtttht"
"2023-02-01 23:59:02","Frederik Aust","50 Euro cent","h","xhttthhththtthtttthhtththtthhttttththhxhthtthhttthxtttthhtttthhhtttthhthhtttththththhthhththhhthtthhtth"
"2023-02-02 00:04:42","Frederik Aust","50 Euro cent","t","ththhhtthttthtthtthhhtttxhtthhthhhhttxttttxttthtttthhhhtttthtthxhtththxhhhhthtthtxttththhhthtxhhhhxtthhhthtt"
